Fecha,P43_3_Predicho
2022-07-01,207.118
2022-08-01,208.48
2022-09-01,209.07
2022-10-01,199.866
2022-11-01,201.077
2022-12-01,166.29
2023-01-01,187.876
2023-02-01,188.042
2023-03-01,223.214
2023-04-01,250.168
2023-05-01,246.82
2023-06-01,246.264
2023-07-01,242.372
2023-08-01,243.962
2023-09-01,244.96
2023-10-01,238.456
2023-11-01,239.93
2023-12-01,201.086
2024-01-01,224.129
2024-02-01,223.626
2024-03-01,262.332
2024-04-01,291.833
2024-05-01,287.395
2024-06-01,286.084
