Fecha,P43_Predicho
2024-07-01,125.981
2024-08-01,100.822
2024-09-01,100.162
2024-10-01,69.403
2024-11-01,64.487
2024-12-01,57.844
2025-01-01,60.139
2025-02-01,59.556
2025-03-01,88.738
2025-04-01,112.554
2025-05-01,121.94
2025-06-01,135.93
2025-07-01,123.788
2025-08-01,98.629
2025-09-01,97.969
2025-10-01,67.21
2025-11-01,62.294
2025-12-01,55.651
2026-01-01,57.945
2026-02-01,57.363
2026-03-01,86.545
2026-04-01,110.361
2026-05-01,119.747
2026-06-01,133.737
