Fecha,P55_5_Predicho
2023-06-01,99.09924256328503
2023-07-01,91.98502476575422
2023-08-01,77.5875018231467
2023-09-01,90.74106441257932
2023-10-01,81.16421634737516
2023-11-01,78.16470264388094
2023-12-01,75.72347915463874
2024-01-01,73.62534247712777
2024-02-01,76.85347291844569
2024-03-01,74.60086238569141
2024-04-01,78.0028221025949
2024-05-01,100.2912674912273
2024-06-01,101.73327806068524
2024-07-01,104.47583655011248
2024-08-01,97.60287781026558
2024-09-01,89.60576949057598
2024-10-01,80.62643782404663
2024-11-01,75.1529441043404
2024-12-01,73.24668839054169
2025-01-01,73.26345445612098
2025-02-01,73.27259454149858
2025-03-01,91.01375022343245
2025-04-01,85.66058091746606
2025-05-01,89.75597991017406
